,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,month
5859,Resort Hotel,1,9,2016,May,21,15,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,70.0,0,0,Canceled,2016-05-06,5
5860,Resort Hotel,1,9,2016,May,21,15,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,70.0,0,0,Canceled,2016-05-06,5
5861,Resort Hotel,1,9,2016,May,21,15,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,70.0,0,0,Canceled,2016-05-06,5
5862,Resort Hotel,1,9,2016,May,21,15,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,70.0,0,0,Canceled,2016-05-06,5
5863,Resort Hotel,1,9,2016,May,21,15,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,70.0,0,0,Canceled,2016-05-06,5
5864,Resort Hotel,1,137,2016,May,21,15,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,79.2,0,1,No-Show,2016-05-15,5
5865,Resort Hotel,1,30,2016,May,21,15,2,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,113.19,0,1,Canceled,2016-04-18,4
5866,Resort Hotel,1,38,2016,May,21,15,2,5,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,152.0,0,0,Canceled,2016-05-03,5
5867,Resort Hotel,0,239,2016,May,21,15,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,46.4,0,0,Check-Out,2016-05-22,5
5868,Resort Hotel,1,117,2016,May,21,15,2,5,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,73.0,0,3,Canceled,2016-02-12,2
5869,Resort Hotel,1,117,2016,May,21,15,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,46.75,0,0,Canceled,2016-02-18,2
5870,Resort Hotel,0,205,2016,May,21,15,4,6,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,54.0,0,1,Check-Out,2016-05-25,5
5871,Resort Hotel,0,208,2016,May,21,15,4,7,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient,41.4,0,2,Check-Out,2016-05-26,5
5872,Resort Hotel,1,62,2016,May,21,16,1,0,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,49.0,0,0,Canceled,2016-04-04,4
5873,Resort Hotel,1,62,2016,May,21,16,1,0,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.0,0,0,Canceled,2016-04-04,4
5874,Resort Hotel,1,65,2016,May,21,16,1,0,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,49.0,0,0,Canceled,2016-04-04,4
5875,Resort Hotel,1,0,2016,May,21,16,1,0,2,0.0,0,BB,PRT,Direct,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,63.0,0,0,No-Show,2016-05-16,5
5876,Resort Hotel,1,65,2016,May,21,16,1,0,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.0,0,0,Canceled,2016-04-04,4
5877,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,87.0,0,0,Check-Out,2016-05-18,5
5878,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5879,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5880,Resort Hotel,0,213,2016,May,21,16,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,54.5,0,0,Check-Out,2016-05-18,5
5881,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5882,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,87.0,0,0,Check-Out,2016-05-18,5
5883,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5884,Resort Hotel,0,213,2016,May,21,16,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,54.5,0,0,Check-Out,2016-05-18,5
5885,Resort Hotel,1,213,2016,May,21,16,1,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,54.5,0,0,Canceled,2016-05-13,5
5886,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,87.0,0,0,Check-Out,2016-05-18,5
5887,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5888,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5889,Resort Hotel,1,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,4
5890,Resort Hotel,1,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,4
5891,Resort Hotel,1,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,4
5892,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,I,0,No Deposit,0,Transient-Party,0.0,0,0,Check-Out,2016-05-18,5
5893,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,87.0,0,0,Check-Out,2016-05-18,5
5894,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5895,Resort Hotel,1,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,4
5896,Resort Hotel,1,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,4
5897,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5898,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5899,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5900,Resort Hotel,0,213,2016,May,21,16,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,56.5,0,0,Check-Out,2016-05-18,5
5901,Resort Hotel,1,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,4
5902,Resort Hotel,1,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,4
5903,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5904,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5905,Resort Hotel,0,213,2016,May,21,16,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,54.5,0,0,Check-Out,2016-05-18,5
5906,Resort Hotel,0,213,2016,May,21,16,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,54.5,0,0,Check-Out,2016-05-18,5
5907,Resort Hotel,0,213,2016,May,21,16,1,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,54.5,0,0,Check-Out,2016-05-18,5
5908,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.0,0,0,Check-Out,2016-05-18,5
5909,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5910,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5911,Resort Hotel,0,213,2016,May,21,16,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,54.5,0,0,Check-Out,2016-05-18,5
5912,Resort Hotel,1,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,4
5913,Resort Hotel,1,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,4
5914,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5915,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5916,Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,5
5917,Resort Hotel,1,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,4
5918,Resort Hotel,1,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,4
5919,Resort Hotel,0,201,2016,May,21,16,1,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,52.2,0,2,Check-Out,2016-05-22,5
5920,Resort Hotel,1,95,2016,May,21,16,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,73.0,0,1,Canceled,2016-04-04,4
5921,Resort Hotel,1,39,2016,May,21,16,1,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.0,0,0,Canceled,2016-04-21,4
5922,Resort Hotel,1,95,2016,May,21,16,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,79.0,0,0,Canceled,2016-04-04,4
5923,Resort Hotel,0,201,2016,May,21,16,1,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,52.2,0,2,Check-Out,2016-05-22,5
5924,Resort Hotel,1,263,2016,May,21,16,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,46.98,0,0,Canceled,2016-04-21,4
5925,Resort Hotel,0,189,2016,May,21,16,2,5,1,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,44.45,0,0,Check-Out,2016-05-23,5
5926,Resort Hotel,1,28,2016,May,21,16,3,6,3,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,140.0,0,0,Canceled,2016-04-22,4
5927,Resort Hotel,0,265,2016,May,21,16,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,46.75,0,1,Check-Out,2016-05-26,5
5928,Resort Hotel,1,250,2016,May,21,16,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,79.2,0,2,Canceled,2015-11-17,11
5929,Resort Hotel,1,215,2016,May,21,16,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,101.7,0,2,Canceled,2015-11-17,11
5930,Resort Hotel,0,215,2016,May,21,16,3,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,74.76,0,0,Check-Out,2016-05-26,5
5931,Resort Hotel,0,265,2016,May,21,16,3,7,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,46.75,0,1,Check-Out,2016-05-26,5
5932,Resort Hotel,1,5,2016,May,21,16,3,7,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,0,Transient,85.0,0,0,Canceled,2016-05-12,5
5933,Resort Hotel,0,201,2016,May,21,16,3,8,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,46.98,0,2,Check-Out,2016-05-27,5
5934,Resort Hotel,0,189,2016,May,21,16,3,8,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,48.08,0,1,Check-Out,2016-05-27,5
5935,Resort Hotel,0,201,2016,May,21,16,3,8,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,46.98,0,2,Check-Out,2016-05-27,5
5936,Resort Hotel,0,201,2016,May,21,16,3,8,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,46.98,0,2,Check-Out,2016-05-27,5
5937,Resort Hotel,0,201,2016,May,21,16,3,8,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,46.98,0,2,Check-Out,2016-05-27,5
5938,Resort Hotel,0,196,2016,May,21,16,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,41.75,0,0,Check-Out,2016-05-23,5
5939,Resort Hotel,1,151,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46.0,0,0,Canceled,2016-01-25,1
5940,Resort Hotel,1,151,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46.0,0,0,Canceled,2016-01-25,1
5941,Resort Hotel,1,151,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46.0,0,0,Canceled,2016-01-25,1
5942,Resort Hotel,1,151,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46.0,0,0,Canceled,2016-01-25,1
5943,Resort Hotel,1,151,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46.0,0,0,Canceled,2016-01-25,1
5944,Resort Hotel,1,151,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46.0,0,0,Canceled,2016-01-25,1
5945,Resort Hotel,1,151,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46.0,0,0,Canceled,2016-01-25,1
5946,Resort Hotel,1,151,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46.0,0,0,Canceled,2016-01-25,1
5947,Resort Hotel,1,151,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46.0,0,0,Canceled,2016-01-25,1
5948,Resort Hotel,1,151,2016,May,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46.0,0,0,Canceled,2016-01-25,1
5949,Resort Hotel,1,40,2016,May,21,17,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.0,0,0,Canceled,2016-05-05,5
5950,Resort Hotel,0,253,2016,May,21,17,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,46.4,0,1,Check-Out,2016-05-24,5
5951,Resort Hotel,0,224,2016,May,21,17,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,37.4,0,2,Check-Out,2016-05-24,5
5952,Resort Hotel,0,224,2016,May,21,17,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,37.4,0,2,Check-Out,2016-05-24,5
5953,Resort Hotel,1,132,2016,May,21,17,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,79.2,0,1,Canceled,2016-01-11,1
5954,Resort Hotel,1,143,2016,May,21,17,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,52.2,0,2,Canceled,2016-01-22,1
5955,Resort Hotel,1,199,2016,May,21,17,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,118.0,0,1,Canceled,2015-12-01,12
5956,Resort Hotel,1,132,2016,May,21,17,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,79.2,0,1,Canceled,2016-01-11,1
5957,Resort Hotel,0,139,2016,May,21,17,2,6,2,0.0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,E,I,0,No Deposit,0,Transient,5.25,0,0,Check-Out,2016-05-17,5
5958,Resort Hotel,0,239,2016,May,21,17,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,63.36,0,0,Check-Out,2016-05-27,5
5959,Resort Hotel,1,0,2016,May,21,18,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,72.0,0,0,Canceled,2016-05-18,5
5960,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5961,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5962,Resort Hotel,1,37,2016,May,21,18,2,4,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,96.0,0,0,Canceled,2016-04-12,4
5963,Resort Hotel,0,191,2016,May,21,18,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,46.98,0,1,Check-Out,2016-05-25,5
5964,Resort Hotel,1,76,2016,May,21,18,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,65.0,0,1,Canceled,2016-03-14,3
5965,Resort Hotel,1,124,2016,May,21,18,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.0,0,1,Canceled,2016-02-15,2
5966,Resort Hotel,1,124,2016,May,21,18,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.0,0,1,Canceled,2016-04-12,4
5967,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5968,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5969,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5970,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5971,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5972,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5973,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5974,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5975,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5976,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5977,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5978,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5979,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5980,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,0.0,0,0,Canceled,2016-04-13,4
5981,Resort Hotel,1,92,2016,May,21,18,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,67.2,0,0,Canceled,2016-04-05,4
5982,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5983,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5984,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5985,Resort Hotel,1,8,2016,May,21,18,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,72.0,0,0,Canceled,2016-05-10,5
5986,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5987,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,0,Transient,55.0,0,0,Canceled,2016-04-13,4
5988,Resort Hotel,1,144,2016,May,21,18,4,9,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,79.2,0,0,Canceled,2015-12-26,12
5989,Resort Hotel,1,41,2016,May,21,19,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,105.0,0,0,Canceled,2016-04-19,4
5990,Resort Hotel,1,0,2016,May,21,19,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,0,Transient,82.0,0,0,Canceled,2016-05-19,5
5991,Resort Hotel,0,3,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Complementary,TA/TO,0,0,0,F,G,0,No Deposit,0,Transient,0.0,0,2,Check-Out,2016-05-21,5
5992,Resort Hotel,1,80,2016,May,21,19,1,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,110.25,0,1,Canceled,2016-02-29,2
5993,Resort Hotel,1,124,2016,May,21,19,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.0,0,1,Canceled,2016-04-11,4
5994,Resort Hotel,0,304,2016,May,21,19,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,39.83,0,0,Check-Out,2016-05-26,5
